family,model_label,assay_id,split,evaluated_rows,train_rows,test_rows,spearman,pearson,rmse,mae
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,Q8WTC7_9CNID_Somermeyer_2022,epistasis_enriched,6118.0,1201.0,6118.0,-0.0297256072896487,-0.029489126766572,6463.911910076682,5516.657574652971
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,Q8WTC7_9CNID_Somermeyer_2022,distance_controlled,21049.0,1201.0,21049.0,-0.0259484023933762,-0.0367159701381222,6856.838351309826,5866.880727272624
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,random,2602.0,20809.0,2602.0,0.3211083835851638,0.3251724092741928,12.314997522202686,11.27940111796554
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,single_to_multi,22946.0,3066.0,22946.0,0.3036350127511911,0.3090640105135207,12.878683982035172,12.010769979521124
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,low_to_high_k1,22946.0,3066.0,22946.0,0.3036350127511911,0.3090640105135207,12.878683982035172,12.010769979521124
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,low_to_high_k2,0.0,26012.0,0.0,,,,
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,seen_marginal_unseen_combo,22214.0,3066.0,22214.0,0.3107970070937929,0.3164226074788357,12.946080137120132,12.083660661752509
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,epistasis_enriched,4443.0,3066.0,4443.0,0.3543560272386892,0.3312146134199822,13.854599730434357,13.018472279663872
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,RASK_HUMAN_Weng_2022_abundance,distance_controlled,0.0,3066.0,0.0,,,,
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,random,53697.0,429569.0,53697.0,0.2698942908279223,0.2795657710303468,11.678419602962515,10.959150315348865
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,single_to_multi,535917.0,1045.0,535917.0,0.2633009488494338,0.2727236328688658,11.683479423414845,10.965351555777694
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,low_to_high_k1,535917.0,1045.0,535917.0,0.2633009488494338,0.2727236328688658,11.683479423414845,10.965351555777694
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,low_to_high_k2,0.0,536962.0,0.0,,,,
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,seen_marginal_unseen_combo,535917.0,1045.0,535917.0,0.2633009488494338,0.2727236328688658,11.683479423414845,10.965351555777694
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,epistasis_enriched,107184.0,1045.0,107184.0,0.1906354790572886,0.1733383590786608,11.17114805264622,10.518897158916248
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,SPG1_STRSG_Olson_2014,distance_controlled,0.0,1045.0,0.0,,,,
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,random,1008.0,8060.0,1008.0,0.4234010207256982,0.2908836933165492,7.815076732405831,6.457101983617181
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,single_to_multi,9713.0,362.0,9713.0,0.4477871278217941,0.3267958325209636,7.817197822393433,6.534719320019958
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,low_to_high_k1,9713.0,362.0,9713.0,0.4477871278217941,0.3267958325209636,7.817197822393433,6.534719320019958
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,low_to_high_k2,0.0,10075.0,0.0,,,,
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,seen_marginal_unseen_combo,8669.0,362.0,8669.0,0.4531134266975926,0.3305243318426909,7.352626629507544,6.120135054928851
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,epistasis_enriched,1734.0,362.0,1734.0,0.3396077178377863,0.1761673263640766,6.961899348013061,5.810973912166001
plm,masked_marginal_llr:facebook__esm2_t30_150M_UR50D:masked_marginal_llr,YAP1_HUMAN_Araya_2012,distance_controlled,0.0,362.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,random,1482.0,11848.0,1482.0,0.6120743924072244,0.5910087932611624,1.5053099488425803,1.264092117149296
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,single_to_multi,14015.0,796.0,14015.0,0.4755904904111105,0.4616807753049914,1.9216096513550704,1.5925857546124715
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,low_to_high_k1,14015.0,796.0,14015.0,0.4755904904111105,0.4616807753049914,1.9216096513550704,1.5925857546124715
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,low_to_high_k2,0.0,14811.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,seen_marginal_unseen_combo,14015.0,796.0,14015.0,0.4755904904111105,0.4616807753049914,1.9216096513550704,1.5925857546124715
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,epistasis_enriched,2803.0,796.0,2803.0,0.3202523138267337,0.297875138197755,2.185447689248324,1.868890777793551
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,A4_HUMAN_Seuma_2022,distance_controlled,0.0,796.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,random,4234.0,33862.0,4234.0,0.6592148057278205,0.6270728255999748,2.3716543655999267,1.947546126044989
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,single_to_multi,41796.0,532.0,41796.0,0.2807564545287406,0.26432356077052,3.059083021386299,2.644432029956485
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,low_to_high_k1,41796.0,532.0,41796.0,0.2807564545287406,0.26432356077052,3.059083021386299,2.644432029956485
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,low_to_high_k2,30963.0,11365.0,30963.0,0.3352561781074658,0.3670968881133575,3.348405603372472,2.661635082081207
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,seen_marginal_unseen_combo,41796.0,532.0,41796.0,0.2807564545287406,0.26432356077052,3.059083021386299,2.644432029956485
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,epistasis_enriched,8360.0,532.0,8360.0,0.0417842743344819,0.0697802610106869,3.112416009078652,2.702974221502301
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,CAPSD_AAV2S_Sinai_2021,distance_controlled,30963.0,532.0,30963.0,0.1475158642400793,0.1600885567160472,2.95089579859567,2.5433427260825034
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,random,2452.0,19612.0,2452.0,0.517728374104701,0.489233029810712,11083.041898124524,9990.954113370237
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,single_to_multi,23346.0,1169.0,23346.0,0.2902547412892653,0.2926300068367203,14531.21747495715,12334.19067046674
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,low_to_high_k1,23346.0,1169.0,23346.0,0.2902547412892653,0.2926300068367203,14531.21747495715,12334.19067046674
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,low_to_high_k2,13198.0,11317.0,13198.0,0.3821541015846318,0.3758567249581893,13585.0229395641,11856.48335172237
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,seen_marginal_unseen_combo,20212.0,1169.0,20212.0,0.2730286298417562,0.2777612841258579,13879.35996083287,11553.40197444611
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,epistasis_enriched,4043.0,1169.0,4043.0,0.1872960985669637,0.1994143123219905,16989.400561213934,15264.207575443408
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,D7PM05_CLYGR_Somermeyer_2022,distance_controlled,13198.0,1169.0,13198.0,0.2573960015745034,0.2626952519736282,16290.89307192412,14495.069174580532
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,random,5172.0,41371.0,5172.0,0.6821685769426864,0.6996579847834723,0.7588224363149414,0.6336312989061222
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,single_to_multi,50630.0,1084.0,50630.0,0.395467832628856,0.4326472897851007,1.1926473457702729,0.8791265390797824
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,low_to_high_k1,50630.0,1084.0,50630.0,0.395467832628856,0.4326472897851007,1.1926473457702729,0.8791265390797824
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,low_to_high_k2,37853.0,13861.0,37853.0,0.4837546760751285,0.5025996558567414,1.1753694170190614,0.9051239664402988
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,seen_marginal_unseen_combo,42671.0,1084.0,42671.0,0.3841340399005065,0.4354611970356202,1.1065816422357992,0.7818919229779244
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,epistasis_enriched,8535.0,1084.0,8535.0,0.1791597080522483,0.2530172312322259,1.636142521277465,1.4839051392159828
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GFP_AEQVI_Sarkisyan_2016,distance_controlled,37853.0,1084.0,37853.0,0.3699528081558952,0.3982694494632793,1.3264266665618434,1.044256764866346
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,random,6338.0,50692.0,6338.0,0.7932872906416996,0.782507395619295,0.2905922361654455,0.237158877393302
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,single_to_multi,62332.0,1034.0,62332.0,0.5650425674255447,0.5657658625541405,0.4660165424188458,0.4156089091087911
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,low_to_high_k1,62332.0,1034.0,62332.0,0.5650425674255447,0.5657658625541405,0.4660165424188458,0.4156089091087911
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,low_to_high_k2,0.0,63366.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,seen_marginal_unseen_combo,62189.0,1034.0,62189.0,0.5647178612857238,0.5655236238596337,0.4660115417511023,0.4155910534095379
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,epistasis_enriched,12438.0,1034.0,12438.0,0.3673864847459353,0.4119709482725771,0.5074269779876749,0.4653837004216538
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,GRB2_HUMAN_Faure_2021,distance_controlled,0.0,1034.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,random,49615.0,396909.0,49615.0,0.7912261044830372,0.8299939445020945,0.2517227560798711,0.1948781091080516
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,single_to_multi,495969.0,168.0,495969.0,0.1958304157753396,0.2693818918956007,0.5608392255809455,0.3858421246770555
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,low_to_high_k1,495969.0,168.0,495969.0,0.1958304157753396,0.2693818918956007,0.5608392255809455,0.3858421246770555
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,low_to_high_k2,494494.0,1643.0,494494.0,0.5026520962265958,0.5324705387175229,0.4835922836870346,0.3424518401463159
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,seen_marginal_unseen_combo,254614.0,168.0,254614.0,0.3392007297953018,0.4120627964638786,0.5127714730157222,0.3321656404837759
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,epistasis_enriched,50923.0,168.0,50923.0,0.5642735652284413,0.5792456730208498,0.6654035829083651,0.5130606789424221
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,HIS7_YEAST_Pokusaeva_2019,distance_controlled,494494.0,168.0,494494.0,0.1970192329636466,0.270216992725262,0.561492513479335,0.386602562784395
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,random,3772.0,30166.0,3772.0,0.6972806939844054,0.6721263360558897,0.2903225336579883,0.239188319817215
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,single_to_multi,36521.0,1187.0,36521.0,0.6002659425114947,0.5780401294399299,0.3848468562353743,0.3315108111104483
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,low_to_high_k1,36521.0,1187.0,36521.0,0.6002659425114947,0.5780401294399299,0.3848468562353743,0.3315108111104483
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,low_to_high_k2,0.0,37708.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,seen_marginal_unseen_combo,36370.0,1187.0,36370.0,0.6018723075887777,0.5793633717954045,0.3849676237237692,0.3316677673299604
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,epistasis_enriched,7274.0,1187.0,7274.0,0.4282201238151011,0.4312012390256591,0.3182410397823677,0.2596553702442676
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PABP_YEAST_Melamed_2013,distance_controlled,0.0,1187.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,random,16754.0,134023.0,16754.0,0.9493590657080412,0.9356921046263148,0.1033546222188154,0.0785762271716041
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,single_to_multi,165407.0,2122.0,165407.0,0.472222581449975,0.4904380438113909,0.4601340748359874,0.391972291052733
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,low_to_high_k1,165407.0,2122.0,165407.0,0.472222581449975,0.4904380438113909,0.4601340748359874,0.391972291052733
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,low_to_high_k2,165231.0,2298.0,165231.0,0.5622985164070206,0.5805092584046233,0.3066312788394153,0.2459197668528099
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,seen_marginal_unseen_combo,165407.0,2122.0,165407.0,0.472222581449975,0.4904380438113909,0.4601340748359874,0.391972291052733
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,epistasis_enriched,33082.0,2122.0,33082.0,0.3423130168460688,0.3702216644529354,0.5386968418963004,0.4834164308576083
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,PHOT_CHLRE_Chen_2023,distance_controlled,165231.0,2122.0,165231.0,0.4718055269395711,0.4901513651164784,0.4603225628691639,0.3922004627589026
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,random,3351.0,26808.0,3351.0,0.4037772991752846,0.4291601803696823,3165.939125998647,2571.257291424516
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,single_to_multi,32309.0,1201.0,32309.0,0.1818201446502933,0.1698507271690153,3696.794536301066,2742.292381568867
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,low_to_high_k1,32309.0,1201.0,32309.0,0.1818201446502933,0.1698507271690153,3696.794536301066,2742.292381568867
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,low_to_high_k2,21049.0,12461.0,21049.0,0.3264533147270649,0.3337987984338712,3554.3339959655327,2757.522199293406
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,seen_marginal_unseen_combo,30587.0,1201.0,30587.0,0.1785967895897077,0.1658288348940491,3622.01326829412,2672.324089793359
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,epistasis_enriched,6118.0,1201.0,6118.0,0.1342988608920276,0.1205694802304196,3964.492525354359,2982.502411070154
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,Q8WTC7_9CNID_Somermeyer_2022,distance_controlled,21049.0,1201.0,21049.0,0.169984154367449,0.1585200498305349,3910.39663315664,2932.6652105336952
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,random,2602.0,20809.0,2602.0,0.7245589547094885,0.7143894454938585,0.2766391965811829,0.223028295252752
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,single_to_multi,22946.0,3066.0,22946.0,0.4678856767845623,0.4618220088726462,0.4221473560976577,0.3508449019606364
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,low_to_high_k1,22946.0,3066.0,22946.0,0.4678856767845623,0.4618220088726462,0.4221473560976577,0.3508449019606364
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,low_to_high_k2,0.0,26012.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,seen_marginal_unseen_combo,22214.0,3066.0,22214.0,0.4723853677149052,0.4667917716331606,0.4231311743601301,0.3519917850888923
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,epistasis_enriched,4443.0,3066.0,4443.0,0.4315275858920879,0.3896488277954242,0.4896953858846525,0.4278909087887068
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,RASK_HUMAN_Weng_2022_abundance,distance_controlled,0.0,3066.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,random,53697.0,429569.0,53697.0,0.8670034389002227,0.8387633368302937,1.187269968554628,0.9584884834103804
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,single_to_multi,535917.0,1045.0,535917.0,0.5727149441832641,0.5686618112898552,2.2802995073457244,1.8764652229110288
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,low_to_high_k1,535917.0,1045.0,535917.0,0.5727149441832641,0.5686618112898552,2.2802995073457244,1.8764652229110288
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,low_to_high_k2,0.0,536962.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,seen_marginal_unseen_combo,535917.0,1045.0,535917.0,0.5727149441832641,0.5686618112898552,2.2802995073457244,1.8764652229110288
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,epistasis_enriched,107184.0,1045.0,107184.0,0.360908200241417,0.3639096420930536,2.906829552191213,2.659422808203718
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,SPG1_STRSG_Olson_2014,distance_controlled,0.0,1045.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,random,1008.0,8060.0,1008.0,0.5354464268670355,0.4755854955378438,0.7906192744744133,0.518111090918305
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,single_to_multi,9713.0,362.0,9713.0,0.3270328176565961,0.2942622297163458,0.8077310279169271,0.559245955043539
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,low_to_high_k1,9713.0,362.0,9713.0,0.3270328176565961,0.2942622297163458,0.8077310279169271,0.559245955043539
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,low_to_high_k2,0.0,10075.0,0.0,,,,
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,seen_marginal_unseen_combo,8669.0,362.0,8669.0,0.3261201464886443,0.2946517222932306,0.8206045131208071,0.5605412748558581
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,epistasis_enriched,1734.0,362.0,1734.0,0.2051016283443212,0.1575552163387684,0.98920056553229,0.5336535018935894
plm,plm_ridge:facebook__esm2_t30_150M_UR50D:mutant_mean,YAP1_HUMAN_Araya_2012,distance_controlled,0.0,362.0,0.0,,,,
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,random,5172.0,41371.0,5172.0,0.7112095537826385,0.7086036342540707,6.789295575150958,6.425622231392266
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,single_to_multi,50630.0,1084.0,50630.0,0.7084480654445544,0.7070681683318015,6.757826859982185,6.406104060331836
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,low_to_high_k1,50630.0,1084.0,50630.0,0.7084480654445544,0.7070681683318015,6.757826859982185,6.406104060331836
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,low_to_high_k2,37853.0,13861.0,37853.0,0.6743464120026323,0.669227710474801,7.223844417949873,6.869095505380553
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,seen_marginal_unseen_combo,42671.0,1084.0,42671.0,0.6922927250527349,0.710498057508951,6.500636117989338,6.198288083591989
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,epistasis_enriched,8535.0,1084.0,8535.0,0.3797349060781318,0.4976691793964883,8.567572776239436,8.212874015154002
structure,spurs:SPURS:spurs_sum_single_neg_ddg,GFP_AEQVI_Sarkisyan_2016,distance_controlled,37853.0,1084.0,37853.0,0.6743464120026323,0.669227710474801,7.223844417949873,6.869095505380553
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,random,4234.0,33862.0,4234.0,0.4246471809462979,0.4382428163896079,2.728442065045176,2.266057800525028
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,single_to_multi,41796.0,532.0,41796.0,0.4278208897378203,0.4443103988445074,2.740428524483846,2.283268880682803
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,low_to_high_k1,41796.0,532.0,41796.0,0.4278208897378203,0.4443103988445074,2.740428524483846,2.283268880682803
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,low_to_high_k2,30963.0,11365.0,30963.0,0.4894012618976468,0.5164122815357368,2.526388796061344,2.0997624919256648
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,seen_marginal_unseen_combo,41796.0,532.0,41796.0,0.4278208897378203,0.4443103988445074,2.740428524483846,2.283268880682803
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,epistasis_enriched,8360.0,532.0,8360.0,0.526960614874099,0.5030049611356088,2.218221358687147,1.8226080451618687
structure,spurs:SPURS:spurs_sum_single_neg_ddg,CAPSD_AAV2S_Sinai_2021,distance_controlled,30963.0,532.0,30963.0,0.4894012618976468,0.5164122815357368,2.526388796061344,2.0997624919256648
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,random,53697.0,429569.0,53697.0,0.4887613632737359,0.5126502687185256,2.1054608950891764,1.742672089684299
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,single_to_multi,535917.0,1045.0,535917.0,0.4885508959832472,0.51239172762682,2.100847706207538,1.7401322760335431
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,low_to_high_k1,535917.0,1045.0,535917.0,0.4885508959832472,0.51239172762682,2.100847706207538,1.7401322760335431
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,low_to_high_k2,0.0,536962.0,0.0,,,,
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,seen_marginal_unseen_combo,535917.0,1045.0,535917.0,0.4885508959832472,0.51239172762682,2.100847706207538,1.7401322760335431
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,epistasis_enriched,107184.0,1045.0,107184.0,0.2321052291563386,0.239680641607125,2.1118252975603413,1.721749062033023
structure,spurs:SPURS:spurs_sum_single_neg_ddg,SPG1_STRSG_Olson_2014,distance_controlled,0.0,1045.0,0.0,,,,
structure,spurs:SPURS:spurs_sum_single_neg_ddg,HIS7_YEAST_Pokusaeva_2019,random,49615.0,396909.0,49615.0,0.7013389548970962,0.7033733556255184,4.587833918725338,4.216494138102456
